# "Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2018"
# "Popolazione per sesso ed età al 1° gennaio 2034 - Italia"
#"Età" "Limite inferiore intervallo di confidenza al 90% (5° percentile)" "Limite inferiore intervallo di confidenza all'80% (10° percentile)" "Limite inferiore intervallo di confidenza al 50% (25° percentile)" "Scenario mediano" "Limite superiore intervallo di confidenza al 50% (75° percentile)" "Limite superiore intervallo di confidenza all'80% (90° percentile)" "Limite superiore intervallo di confidenza al 90% (95° percentile)"
0 397909 411918 435674 463211 489679 513858 529099
1 400821 413852 436762 463468 488647 512364 527057
2 402948 415585 437608 463425 487637 510252 524497
3 405512 418007 438951 463848 486936 508805 522487
4 407706 419544 439804 463596 485680 506399 519257
5 410627 421782 441194 463893 484788 504392 516683
6 413844 423809 442460 463738 483562 502153 513873
7 417065 426782 444438 464594 483156 500643 511657
8 418724 428108 444697 463363 480745 497354 507395
9 421193 429839 445471 462562 478793 494194 503292
10 423992 431951 446189 461960 476975 491164 499548
11 427091 434045 447211 461580 475364 488125 495748
12 429966 436405 448291 461254 473616 485281 491980
13 433540 438989 449612 460891 472222 482586 488469
14 436801 441561 450835 461045 470962 480081 485306
15 438698 443009 450904 459912 468359 476080 481104
16 466692 469292 474341 479879 485321 490521 493274
17 485433 488085 493193 498730 504217 509393 512172
18 500532 503406 508450 514146 519681 524969 527885
19 518645 521824 526979 532975 538713 544111 547238
20 530320 533629 539282 545572 551712 557469 560726
21 555905 559634 565582 572519 579193 585579 588991
22 569917 573928 580488 588155 595567 602620 606268
23 588741 593097 600321 608884 617080 624872 628910
24 601518 606302 614338 623811 632913 641547 646077
25 611525 616793 625709 636207 646290 655846 660864
26 612780 618685 628487 640036 651134 661674 667165
27 616565 623026 633759 646292 658425 669978 675919
28 615214 622165 633921 647341 660395 672856 679269
29 623360 630992 643303 657682 671545 684603 691888
30 621006 629037 642120 657287 671954 685642 693337
31 618978 627375 641188 656949 672199 686571 694588
32 626581 635163 649338 665754 681526 696237 704714
33 638566 647480 662026 678778 694906 709958 718814
34 635504 644435 659145 676085 692328 707692 716792
35 643878 652725 667591 684549 700975 716415 725574
36 642191 650743 665755 682444 698800 714138 723217
37 642469 650623 665629 681998 698352 713447 722050
38 638378 646268 661060 677084 692962 707943 716306
39 642446 650031 664306 679965 695362 709889 718033
40 651451 658703 672521 687540 702304 716363 724182
41 673882 680602 693934 708333 722438 735842 743545
42 668634 674873 687744 701497 714878 727733 735055
43 678686 684562 696834 709902 722602 734865 741674
44 674319 680041 691499 703906 715889 727588 733867
45 686981 692332 703191 714870 726270 737126 743107
46 671351 676330 686643 697617 708386 718551 724179
47 672782 677692 687311 697605 707679 717305 722591
48 691033 695702 704800 714452 723957 733028 737938
49 700461 704773 713346 722411 731373 739872 744514
50 710351 714358 722345 730887 739292 747277 751639
51 731847 735579 743033 751089 758985 766437 770588
52 735279 738865 745886 753434 760863 767840 771729
53 751406 754848 761413 768535 775512 782069 785801
54 772183 775411 781505 788266 794745 801010 804478
55 810107 813180 818955 825352 831502 837411 840611
56 833550 836389 841904 847947 853782 859291 862386
57 866843 869600 874778 880463 885983 891123 894060
58 903754 906443 911339 916695 921994 926764 929499
59 936766 939248 943964 949027 953993 958538 961167
60 927543 930073 934375 939227 943928 948187 950654
61 932933 935402 939424 944112 948531 952626 955038
62 937348 939952 943639 948153 952390 956251 958609
63 925130 927423 930946 935301 939281 943118 945244
64 945537 947844 951187 955427 959305 962962 964989
65 933764 935970 939225 943319 947040 950573 952623
66 931027 933372 936492 940520 944103 947649 949646
67 932388 934694 937749 941757 945244 948699 950764
68 923083 925444 928611 932513 935964 939421 941533
69 926789 929106 932328 936340 939866 943375 945503
70 861918 864163 867367 871287 874727 878122 880147
71 824154 826404 829675 833626 837107 840447 842378
72 797939 799912 803498 807459 810926 814444 816362
73 763134 765046 768705 772775 776345 779974 781746
74 733709 735636 739434 743683 747337 751156 752859
75 689499 691392 695288 699657 703396 707177 709000
76 669713 671700 675800 680444 684427 688471 690266
77 641936 643992 648256 653156 657465 661636 663442
78 613917 616225 620658 625932 630570 634949 636875
79 587214 589768 594457 600123 605087 609713 611932
80 541827 544410 549267 555205 560372 565214 567524
81 513309 515888 521147 527574 533171 538345 540877
82 488984 491709 497464 504459 510616 516160 519101
83 480898 484003 490564 498452 505472 511760 514968
84 454960 458260 465401 474014 481787 488625 492253
85 442287 446075 454194 463826 472604 480237 484558
86 398405 402564 410990 421047 430332 438269 442859
87 362834 367318 376319 386829 396763 405324 410107
88 250535 254260 261541 270082 278294 285313 289167
89 228178 232239 239975 249066 257986 265550 269608
90 199383 203631 211721 221014 230287 238230 242385
91 168635 172884 180730 190142 199717 207632 211989
92 141326 145683 153493 162820 172304 180363 184708
93 126641 131221 139472 149281 159553 168121 172843
94 99074 103300 110910 119910 129449 137598 142036
95 74448 78119 84870 92809 101417 108891 113221
96 51630 54698 60225 66674 73887 80315 84013
97 35224 37774 42157 47372 53406 58825 61973
98 25330 27413 31162 35555 40806 45576 48413
99 16692 18239 21142 24549 28750 32623 34968
100 10590 11704 13798 16337 19530 22524 24450
101 6388 7161 8631 10426 12762 14994 16462
102 3755 4275 5278 6509 8166 9794 10921
103 2172 2508 3173 4013 5187 6343 7171
104 1047 1227 1597 2073 2753 3454 3964
105 504 604 807 1082 1480 1915 2225
106 228 280 384 533 754 1003 1189
107 95 118 168 241 355 487 584
108 37 47 69 103 157 223 271
109 13 17 26 41 65 95 118
110 6 8 14 22 38 58 75
