# "Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2018"
# "Popolazione per sesso ed età al 1° gennaio 2032 - Italia"
#"Età" "Limite inferiore intervallo di confidenza al 90% (5° percentile)" "Limite inferiore intervallo di confidenza all'80% (10° percentile)" "Limite inferiore intervallo di confidenza al 50% (25° percentile)" "Scenario mediano" "Limite superiore intervallo di confidenza al 50% (75° percentile)" "Limite superiore intervallo di confidenza all'80% (90° percentile)" "Limite superiore intervallo di confidenza al 90% (95° percentile)"
0 401208 414362 435637 461051 485472 507239 520936
1 404077 416439 436849 461423 484676 505694 518842
2 406336 418078 437795 461116 483230 503283 515719
3 408814 420182 438952 461352 482162 501271 512928
4 411401 422356 439802 461131 480803 498993 509952
5 414921 424929 441606 461914 480265 497197 507747
6 416984 426029 441928 460603 477786 493587 503391
7 419714 427604 442673 459714 475681 490454 499488
8 422290 429508 443407 459013 473655 487351 495564
9 424868 431756 444320 458518 471840 484349 491746
10 427653 434010 445370 458058 469983 481119 487788
11 430921 436278 446593 457529 468374 478478 484130
12 434482 439003 447907 457468 466872 475626 480464
13 436289 440136 447713 456044 463962 471344 475656
14 464588 466767 471013 475600 480072 484361 486797
15 482934 485168 489337 493829 498268 502534 504885
16 497454 499664 503822 508301 512733 516980 519250
17 514873 517085 521263 525801 530291 534510 536847
18 525490 527937 532025 536762 541318 545612 548116
19 550110 552664 557048 561991 566784 571235 573804
20 563172 566066 570697 576055 581266 586138 588768
21 581489 584583 589677 595551 601325 606664 609465
22 594013 597511 603077 609688 616014 622024 625193
23 604309 608160 614453 621778 628802 635641 639186
24 606236 610469 617495 625714 633588 641244 645149
25 610654 615423 623246 632380 641172 649607 654000
26 610014 615349 623899 634040 643804 652937 657850
27 618838 624729 634119 645136 655907 665741 671205
28 617277 623503 633749 645572 657169 667847 673684
29 615866 622573 633531 646107 658402 669921 676079
30 623997 631030 642490 655804 668647 680690 687407
31 636583 643973 655946 669714 683090 695455 702547
32 633953 641259 653630 667867 681667 694280 701698
33 642578 650098 662673 677142 691164 703933 711563
34 641182 648731 661333 675778 689821 702946 710578
35 641746 648982 661803 676009 689864 703088 710617
36 638147 644991 657800 671699 685521 698519 705721
37 642365 648987 661619 675128 688540 701253 708371
38 651406 657957 670068 683202 696125 708565 715420
39 674037 680162 691906 704462 716864 728798 735511
40 669023 674670 685932 698023 709820 721262 727656
41 679268 684509 695242 706801 718045 728832 735033
42 675035 680002 690140 701133 711753 722019 727626
43 687720 692571 702095 712448 722500 732122 737438
44 672205 676730 685778 695480 704998 714008 719043
45 673837 678086 686648 695763 704696 713117 717818
46 692261 696360 704416 712929 721320 729294 733645
47 701777 705660 713216 721194 729089 736555 740693
48 711733 715405 722510 729987 737407 744411 748311
49 733473 736893 743515 750565 757558 764088 767753
50 737237 740401 746602 753268 759844 765930 769410
51 753789 756719 762570 768804 774950 780719 783963
52 774832 777668 783123 789023 794768 800203 803248
53 813336 816022 821100 826710 832077 837266 840078
54 837306 839825 844597 849890 854992 859843 862514
55 871152 873552 878070 883088 887926 892484 895038
56 908716 911083 915331 920065 924630 928928 931324
57 942429 944751 948733 953193 957563 961568 963839
58 933835 935943 939804 944006 948169 951914 954037
59 940008 942048 945653 949669 953561 957141 959164
60 945295 947334 950686 954542 958223 961632 963592
61 933544 935648 938722 942440 945973 949178 951064
62 955179 957100 960013 963653 966976 970162 971917
63 944241 946102 948907 952392 955617 958611 960293
64 942718 944566 947262 950648 953742 956672 958331
65 945265 947221 949785 953125 956105 959073 960674
66 937328 939293 941829 945100 947985 950862 952566
67 942698 944633 947266 950484 953361 956213 957955
68 878332 880280 882810 885966 888772 891615 893237
69 841838 843626 846200 849363 852155 854917 856593
70 816973 818742 821335 824533 827385 830089 831692
71 783421 785111 787890 791092 793932 796725 798291
72 755745 757295 760252 763466 766344 769211 770774
73 712802 714290 717260 720591 723487 726454 727895
74 695339 696873 699999 703503 706551 709633 711079
75 669752 671326 674667 678337 681554 684756 686245
76 644640 646359 649758 653652 657097 660408 661951
77 621215 623044 626605 630775 634515 638003 639593
78 578089 580006 583668 588032 591908 595519 597244
79 553108 555167 559056 563775 567926 571774 573646
80 533229 535440 539621 544787 549324 553524 555560
81 531754 534186 538981 544840 550024 554747 557168
82 511081 513571 518943 525398 531096 536343 538930
83 506073 508923 515047 522348 528966 534798 537941
84 465733 468706 475234 483002 490146 496224 499612
85 434469 437694 444794 453090 460807 467353 471122
86 308820 311592 317343 324269 330676 336222 339317
87 290092 293282 299578 307084 314128 320219 323613
88 262594 266135 272873 280776 288400 294883 298368
89 230767 234486 241398 249487 257478 264173 267841
90 201801 205467 212704 221028 229371 236417 240159
91 188722 193048 200867 210134 219521 227334 231687
92 154965 159126 166663 175659 184751 192431 196756
93 122774 126871 133849 142216 150866 158132 162134
94 90701 94060 100155 107344 114875 121394 124907
95 65933 68874 74121 80226 86802 92597 95821
96 50636 53314 57969 63476 69510 74932 77979
97 35801 38025 41943 46473 51658 56381 59041
98 24523 26245 29405 33064 37322 41262 43519
99 16202 17512 19939 22775 26150 29304 31225
100 10570 11527 13368 15526 18187 20637 22206
101 6811 7525 8887 10504 12561 14485 15753
102 3685 4120 4969 5984 7305 8589 9441
103 2017 2288 2817 3471 4334 5201 5788
104 1040 1201 1514 1911 2444 2999 3382
105 497 581 750 975 1282 1611 1843
106 224 266 352 471 639 823 951
107 94 114 154 213 298 393 462
108 37 46 64 92 132 180 214
109 13 17 24 35 53 74 90
110 6 8 12 18 29 42 52
