# "Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2018"
# "Popolazione per sesso ed età al 1° gennaio 2028 - Italia"
#"Età" "Limite inferiore intervallo di confidenza al 90% (5° percentile)" "Limite inferiore intervallo di confidenza all'80% (10° percentile)" "Limite inferiore intervallo di confidenza al 50% (25° percentile)" "Scenario mediano" "Limite superiore intervallo di confidenza al 50% (75° percentile)" "Limite superiore intervallo di confidenza all'80% (90° percentile)" "Limite superiore intervallo di confidenza al 90% (95° percentile)"
0 407656 418535 435463 456154 475850 493545 503510
1 411215 421243 437004 456822 475118 491765 501413
2 412836 422232 436884 455388 472390 487993 497124
3 415191 423791 437500 454364 470113 484467 492865
4 417614 425615 438143 453516 467895 481148 488762
5 420241 427505 438892 452859 465948 477717 484687
6 423157 429517 439718 452218 463817 474238 480583
7 426342 431735 440705 451485 461790 471068 476748
8 429673 433970 442003 451187 459917 467935 472557
9 431534 435069 441868 449479 456644 463226 467094
10 461598 463014 465753 468685 471567 474350 475858
11 479506 480898 483566 486455 489285 492013 493485
12 493493 494824 497464 500293 503091 505759 507202
13 510206 511517 514104 516871 519614 522222 523665
14 519864 521198 523752 526454 529168 531719 533145
15 543156 544507 547033 549711 552407 554940 556349
16 554585 555946 558430 561157 563846 566389 567780
17 570833 572270 574730 577556 580302 582828 584301
18 581385 582892 585472 588432 591313 593966 595432
19 589895 591595 594331 597502 600669 603478 605024
20 590646 592498 595508 599015 602497 605699 607321
21 594685 596765 600125 604089 607980 611671 613517
22 594406 596689 600503 605029 609402 613696 615741
23 604164 606705 611019 616215 621186 626044 628433
24 603683 606607 611521 617364 623010 628515 631184
25 603682 607057 612553 619060 625407 631558 634524
26 613121 616924 623035 630231 637333 643971 647236
27 627117 631262 637999 645809 653606 660667 664297
28 625739 630141 637322 645710 654070 661442 665455
29 635672 640282 647941 656787 665488 673361 677760
30 635328 640059 648043 657188 666140 674361 678894
31 636891 641570 649789 659135 668206 676637 681373
32 633987 638800 647052 656445 665513 674022 678929
33 639175 643748 652165 661395 670437 679098 683792
34 649029 653510 661947 670871 679786 688282 692922
35 672239 676551 684738 693433 702194 710334 714920
36 667769 671817 679770 688115 696517 704367 708842
37 678478 682321 689883 697936 705982 713634 717723
38 674766 678306 685510 693180 700823 708078 711984
39 687902 691250 698097 705360 712554 719409 723194
40 672565 675838 682212 689117 695894 702310 705827
41 674512 677639 683657 690118 696517 702493 705761
42 693359 696318 701967 708019 713999 719623 722709
43 703129 705982 711310 716973 722577 727898 730733
44 713439 716144 721112 726435 731675 736668 739342
45 735525 738057 742743 747721 752616 757290 759828
46 739605 741990 746382 751060 755668 760028 762422
47 756581 758823 762915 767331 771689 775753 777980
48 778258 780369 784202 788360 792473 796254 798357
49 817602 819527 823117 827049 830915 834442 836423
50 842354 844169 847526 851235 854839 858187 860051
51 877222 878988 882133 885624 889010 892223 893911
52 916041 917636 920625 923930 927134 930175 931745
53 951025 952544 955340 958474 961504 964352 965879
54 943309 944765 947417 950366 953240 955902 957363
55 950636 952085 954579 957340 960074 962597 963973
56 957233 958622 960983 963601 966193 968599 969894
57 946739 948053 950314 952791 955256 957502 958742
58 970156 971401 973495 975900 978247 980397 981574
59 960668 961908 963856 966172 968410 970415 971602
60 960929 962152 963972 966222 968341 970303 971376
61 965608 966808 968539 970712 972724 974632 975669
62 959756 960906 962560 964647 966603 968430 969409
63 967674 968853 970487 972523 974404 976208 977197
64 904147 905294 906862 908832 910645 912393 913362
65 869300 870466 871985 873886 875648 877333 878325
66 846660 847761 849301 851163 852888 854540 855525
67 815186 816314 817861 819707 821401 823071 824065
68 789927 791007 792550 794415 796128 797744 798768
69 748860 749910 751439 753305 755003 756593 757566
70 734888 735843 737506 739403 741136 742820 743747
71 712588 713561 715306 717239 718995 720726 721624
72 691279 692226 693996 696051 697865 699674 700540
73 672172 673142 675033 677187 679088 680971 681919
74 632255 633224 635189 637379 639360 641296 642214
75 612581 613650 615705 618034 620124 622158 623126
76 599540 600670 602867 605385 607663 609844 610838
77 608631 609836 612276 615162 617778 620106 621331
78 597235 598539 601208 604382 607243 609825 611173
79 605726 607221 610276 613912 617215 620160 621698
80 573236 574822 578128 582027 585578 588723 590423
81 551913 553605 557218 561518 565425 568870 570763
82 407446 408889 411972 415603 418968 421899 423498
83 398965 400520 403963 408090 411903 415149 417004
84 379414 381078 384901 389413 393572 397185 399163
85 352411 354292 358358 363229 367715 371647 373750
86 328048 330030 334544 339736 344598 348831 351181
87 329373 331748 337055 343116 348904 353835 356661
88 291708 294373 299816 306090 312157 317353 320182
89 250951 253644 259139 265436 271628 276804 279709
90 202126 204785 209944 215889 221780 226778 229598
91 161934 164599 169419 175043 180593 185429 188084
92 138395 141067 145874 151511 157181 161976 164655
93 110029 112494 116945 122149 127390 132008 134470
94 85337 87641 91622 96303 101145 105369 107653
95 64212 66356 69858 73978 78307 82097 84127
96 48376 50237 53316 56937 60782 64261 66141
97 36591 38235 40984 44165 47623 50788 52537
98 23726 24930 27011 29398 32028 34469 35851
99 15829 16784 18407 20257 22353 24277 25397
100 10192 10886 12080 13458 15036 16501 17405
101 6138 6617 7423 8387 9496 10535 11220
102 3539 3849 4373 5015 5764 6472 6937
103 1935 2123 2450 2849 3325 3783 4085
104 1015 1125 1320 1559 1848 2135 2324
105 485 542 648 779 941 1104 1212
106 222 252 306 375 462 551 609
107 93 107 131 165 207 251 280
108 25 29 36 46 59 73 83
109 7 8 11 14 18 23 26
110 4 5 7 9 12 16 19
