# "Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2018"
# "Popolazione per sesso ed età al 1° gennaio 2037 - Italia"
#"Età" "Limite inferiore intervallo di confidenza al 90% (5° percentile)" "Limite inferiore intervallo di confidenza all'80% (10° percentile)" "Limite inferiore intervallo di confidenza al 50% (25° percentile)" "Scenario mediano" "Limite superiore intervallo di confidenza al 50% (75° percentile)" "Limite superiore intervallo di confidenza all'80% (90° percentile)" "Limite superiore intervallo di confidenza al 90% (95° percentile)"
0 393232 408309 434466 465231 495041 521707 539114
1 395833 410418 435855 466059 494828 520915 537619
2 398321 412495 437331 466645 494657 520213 536001
3 400356 414235 438405 466723 493786 518737 534017
4 403147 416168 439668 467060 493157 517483 532047
5 405515 418000 440710 467102 491947 515554 529934
6 408379 420606 442339 467621 491493 514073 527862
7 410440 422183 443309 467474 490147 511627 524903
8 413332 424434 444820 467885 489345 510024 522633
9 416036 427010 446182 467856 488248 507995 519604
10 419802 430048 448148 468853 487927 506582 517277
11 422070 431384 448603 467781 485791 503154 513156
12 424435 433465 449347 467166 484098 500278 509328
13 427620 435824 450351 466788 482480 497319 505765
14 430691 437993 451668 466692 481287 494681 502378
15 433878 440440 452897 466742 480081 492314 499016
16 437454 443365 454397 466908 478997 489889 496768
17 441208 446801 456634 467843 478751 488439 494419
18 444074 448987 457564 467890 477577 486204 491330
19 471338 475374 482041 489538 496928 503791 507869
20 491397 495579 502609 510557 518243 525511 529711
21 507946 512316 519870 528423 536688 544459 548923
22 527466 532165 540344 549655 558713 567132 571750
23 540109 545149 554034 564309 574207 583616 588506
24 566061 571719 581408 592725 603605 613943 619452
25 579858 586071 596727 609161 621110 632538 638504
26 597997 604802 616470 630032 643114 655545 662113
27 609735 617174 629882 644573 658775 672242 679381
28 618748 626611 640346 656210 671515 685875 693571
29 619069 627494 642110 659033 675283 690689 698958
30 621742 630755 646336 664119 681225 697544 706402
31 619500 628773 645281 663914 681749 698788 708357
32 626671 636582 653666 672951 691486 709015 719101
33 623619 633966 651448 671262 690295 708447 718700
34 620851 631553 649455 669661 689211 707807 718356
35 627820 638690 656820 677245 697151 715758 726764
36 639500 650398 668666 689120 709087 727759 738965
37 635921 646613 665011 685389 705424 724007 735222
38 643858 654397 672637 692896 712960 731375 742100
39 641832 651937 669940 689950 709822 728080 738609
40 641840 651473 669215 688746 708107 726103 736475
41 637754 646929 664199 683159 701676 719415 729340
42 641748 650434 667172 685420 703241 720298 730057
43 650600 658818 674869 692430 709642 726041 735394
44 672827 680445 695940 712666 728973 744785 753597
45 667380 674655 689438 705362 720902 735933 744203
46 677199 684118 698219 713280 728014 742249 749877
47 672774 679284 692592 706858 720772 734242 741464
48 685153 691364 703865 717369 730517 743156 750026
49 669380 675289 687026 699755 712175 724026 730477
50 670801 676322 687388 699328 711090 722268 728309
51 688867 694072 704481 715675 726722 737232 742977
52 697958 702840 712553 723126 733536 743377 748776
53 707351 711907 721059 731045 740816 750088 755186
54 728279 732606 741179 750583 759775 768468 773271
55 731218 735423 743450 752310 760917 769116 773684
56 746664 750772 758274 766672 774774 782502 786736
57 766669 770528 777622 785594 793240 800486 804486
58 803930 807404 814265 821692 828907 835681 839533
59 826533 829902 836335 843334 850151 856483 860094
60 858687 861963 868085 874708 881181 887058 890488
61 894403 897587 903332 909642 915709 921357 924721
62 925961 929183 934494 940558 946351 951617 954875
63 915618 918973 923851 929704 935148 940141 943266
64 920003 923069 927640 933292 938449 943368 946252
65 923182 926124 930477 935971 940980 945699 948404
66 909531 912414 916568 921869 926679 931242 933899
67 927815 930770 934825 940054 944640 949247 951842
68 914356 917273 921241 926374 930746 935368 937979
69 909539 912574 916645 921651 926072 930457 933126
70 908431 911494 915495 920641 925102 929565 932269
71 896759 899681 903959 909148 913667 918114 920724
72 897224 900156 904679 910088 914717 919408 921814
73 831462 834005 838750 844037 848651 853264 855714
74 791698 794152 799012 804447 809090 813959 816273
75 762607 765037 770135 775796 780611 785590 787932
76 725010 727417 732760 738675 743700 748782 751144
77 692286 694868 700315 706573 711893 717187 719516
78 645324 648027 653527 659975 665540 670904 673336
79 620482 623462 629299 636269 642264 647963 650667
80 587680 590890 597063 604505 610887 616952 619888
81 554297 557627 564211 572188 579044 585562 588617
82 521617 525006 532163 540776 548251 555205 558665
83 472139 475616 483117 492049 499923 507029 510703
84 437428 441289 449221 458729 467264 474799 478854
85 406203 410225 418810 428997 438226 446231 450857
86 387765 392465 401957 413219 423618 432413 437586
87 354342 359558 369592 381520 392753 402168 407829
88 331182 336969 347889 360927 373398 383887 390019
89 285176 290900 302054 315227 328021 338964 345055
90 246906 253002 264315 277634 290914 302433 308373
91 161033 165818 174477 184843 195455 204325 208993
92 138193 143101 151956 162397 173338 182425 187481
93 113548 118011 126632 136793 147503 156547 161415
94 89468 93759 101692 111233 121486 130196 134913
95 69435 73377 80681 89426 99108 107322 112167
96 57006 60825 67961 76405 86028 94580 99558
97 40607 43805 49771 56952 65389 72833 77468
98 27575 30200 34995 40785 47816 54213 58099
99 17262 19156 22693 26958 32390 37353 40484
100 10542 11845 14381 17458 21500 25291 27843
101 6684 7624 9460 11768 14886 17880 20001
102 3812 4421 5651 7197 9386 11543 13078
103 2065 2429 3198 4192 5648 7131 8242
104 1053 1267 1714 2323 3239 4205 4952
105 519 638 889 1246 1804 2422 2894
106 247 309 449 654 986 1371 1667
107 97 125 188 285 449 647 799
108 38 50 78 124 205 306 387
109 14 19 30 50 87 135 175
110 6 9 16 28 52 86 115
